Question	Answer	Annotation (Label)
Max, ¿oísteis eso? ¡Buque insignia!	¿Alguien me ha llamado buque insignia? Creo que lo has hecho, y si no voy al nuevo sitio con vosotras dos, se lo diré a HR. Ese es Héctor Rodríguez, mi terapeuta.	5
¿Alguien me ha llamado buque insignia? Creo que lo has hecho, y si no voy al nuevo sitio con vosotras dos, se lo diré a HR. Ese es Héctor Rodríguez, mi terapeuta.	¿Estarías interesado en venir al nuevo High como parte de nuestro equipo?	5
¿Estarías interesado en venir al nuevo High como parte de nuestro equipo?	Si dices "parte de nuestro equipo" de nuevo, repensaré todo.	4
¿Podemos apurar esto? Mi primo está en Maury Povich hoy, y quiero saber si él es el padre.	Perdona, está un poco entusiasmada.	5
¿Has visto a los Knicks últimamente? Él solo puede ayudar.	Bueno, de acuerdo con mi tarjeta de fichar, llevo aquí seis horas, así que iré detrás a echar la siesta.	5
¿Qué es esto, el rancho del conejo?	Cariño, creo que esto es tuyo.	6
¿Podemos hacer que sea una regla general el no fornicar en el restaurante?	O en el apartamento de Han, nunca.	5
¿Qué tal si volvéis al trabajo?	Max y yo...	2
¿A dónde vas tan rápido? ¿Tiene alguien una venta de cabezas más pequeñas?	Soy demasiado pequeño, demasiado grande... ¡escoge una!	5
¿Te ha contado Joe sobre mi gran nuevo ascenso de trabajo?	Por supuesto que lo ha hecho. 	1
No, me viste en el Today Show, ¿no?	Posteaste "América" en Facebook, maldito idiota.	2
¿Quién soy? ¿Woody Allen? ¿Roman Polanski? ¿Prácticamente cualquier director de cine de los 70?	¿Has tenido sexo con mi hijo inocente?	5
¿Has tenido sexo con mi hijo inocente?	No tan inocente.	5
¿Profesional? Ayer, golpeó a una mujer aquí por llevar tacones baratos.	Lo sé. Mi cara todavía está roja.	5
¿Me puedo quedar con el gorro? No lo vas a querer de vuelta. Mi cabeza suda como una sandía en un picnic.	Por favor, no nos despidas por la situación de Nash. Estaba fuera de nuestras manos.	6
¿De veras necesitas enseñar el 60 por ciento de tus tetas?	No depende de mí. Estas chicas tienen vida propia. La derecha acaba de empezar una banda tributo a Fleetwood Mac.	1
¿Está aquí? Iré a traerle un menú para niños.	No van a venir. Su madre encontró las fotos picantes que le mandé.	6
Volando desde JFK mañana ¿Tomando el vuelo matutino de Air Lingus?	¿Un "Air Lingus" mañanero? ¿No fue eso lo que metió a Max en líos en primer lugar?	5
¿Un "Air Lingus" mañanero? ¿No fue eso lo que metió a Max en líos en primer lugar?	Vale, bueno, tenemos que ir al aeropuerto y pararlos. Compraré billetes de avión y luego los devolveré,	4
Señorita, ¿podría venir aquí, por favor?	Estaba bromeando. No tengo una bomba. Pero he sido conocida como... La bomba.	5
¿Puedo ver tus billetes?	Buen día. Me gusta tu pelo.	2
¡Estás viajando a París! En primera clase. ¿Con esos vaqueros?	¿Tienes los billetes de primera clase a París? ¿Estás loca?	5
¿Tienes los billetes de primera clase a París? ¿Estás loca?	Mis dedos lo hicieron. Fue memoria celular de chica rica.	1
¿Es demasiado tarde para decir que no la conozco?	Señora, ¿lleva explosivos?	5
Señora, ¿lleva explosivos?	Desayuné sobras de Chipotle. ¿Cuenta eso?	2
Desayuné sobras de Chipotle. ¿Cuenta eso?	Lo hace para cualquiera que se siente a tu lado.	3
¿Sabes lo que no estará en el avión? ¡Nosotras! ¡No vamos a ir! ¿Te has estado fumando la mitad del porro que escondí en el sujetador?	¿Tienes un porro?	5
¿Tienes un porro? ¿Cuenta bancaria? ¿Has pasado la seguridad con marihuana?	La he pasado desde tercero con marihuana	1
Estás tan loca como una cabra, ¿no?	Otra vez... cuando tienes razón, la tienes.	1
¿Has sobornado a un empleado de una aerolínea con un porro? ¿Dolor? Oh para eso tienes que estirar. Max, esto es secuestro.	Ah, él no es tan joven.	5
¿Qué? ¿Aquí? ¿Estamos trabajando aquí? Tengo que saber a quién he asesinado brutalmente en una vida pasada y hacer las paces con él o ella.	¡Esto apesta!	1
Estoy muy bien. ¿Eso sonó convincente? Porque he estado practicando en el espejo del baño por una hora todas las mañanas.	tengo que dejar de sentarme en inodoro mientras haces eso.	4
¿de qué están hablando? ¿Decidiendo cuáles mesas ignorar?	Estamos hablando acerca del gusto de Sophie.	2
¿Alguien tiene un cuchillo?	¿por qué tienes una navaja para trabajar en un bar de postres?	1
¿tu abuela era la Guardiana de la Cripta?	¿Qué pasa aquí afuera?	6
¿Sólo levemente? Ahora yo me estoy enojando.	Lo siento. Drama de bodas.	5
¿no siempre te gustaron las mujeres?	Claro que sí. Excepto esos tres años en Cientología.	3
volveremos... en como un mes. ¿Alguien quiere ir a Tahití? Sólo soy Loco Carl. A las mujeres les encanta.	Los vestidos de damas de honor deberían ser llamados por lo que son. Donaciones de caridad muy costosas.	5
¿me oíste?	Mi vida está acabada.	1
¿oíste eso? Alguien tiene peor gusto que Sophie.	Déjenlas pasar.	5
como un segundo?	Les guardé un espacio al frente.	5
entonces me dices ¿pero nadie se ha encargado de quien hizo estos?	Lo sé. Siento que Tweety el Canario nos demandará por derechos de autor.	1
¿Hay más?	es mío.	6
¿seguro que no te importa?	claro.	1
Listo. ¿es eso llanto en uno de los vestidores?	los traseros grandes están de moda. 	5
¿Estás bien?	pero estoy bien. 	3
¿Lo cree? entonces debería decirlo. Ahora.	creo que tienes un estilo propio único.	5
¿Metiste a Han en el microondas y estás listo para encenderlo?	Vamos. Lo intentamos. Sabes que no entra.	2
¿es el Times de Varsovia? Todo este tiempo he estado pensando que era el New York Times.	¿New York Times? Este es mucho más exclusivo.	1
como un segundo?	acabas de pasar de los mejores tiempos al Times de Varsovia.	1
Caroline, ¿sigue en pie lo de Two Boots pizza esta noche? Voy a cerrar temprano en honor a tu cumpleaños, y no solo porque sanidad haya exigido revisar el tema del moho negro.	Por supuesto, Han.	1
¿En serio? Creía que la mejor amiga de una chica era alguien un poco más gorda que ella.	Era de mi abuela rusa.	5
¿Sophie se lo espera?	Por supuesto. No le gustan las sorpresas desde que el granero de su familia fue incendiado por un peón agrícola mentalmente inestable.	1
¿Un condón lleno de carne de hamburguesa?	Dios mío. ¿Es eso un Lamborghini? Espera. ¿Es ese mi Lamborghini?	6
Dios mío. ¿Es eso un Lamborghini? Espera. ¿Es ese mi Lamborghini?	Sí, un Lamborghini Aventador Roadster.	1
¿Es qué no podemos tener nada?	Es un deportivo de 450 mil dólares.	5
Siempre me has gustado tú más que Max. Lo sabes, ¿verdad, chica?	¿En serio? Porque ayer, te oí gritar a Max, "¿Caroline cumple 47 o 48? Porque actúa como si tuviese 65".	5
¿Te compraron un niño? Eras rica.	Dios, el coche está justo aquí, y ni siquiera puedes usarlo. Lo mismo me pasa a mí, teniendo a vosotras dos de camareras.	6
Caroline, ¿puedo pedirte un favor?	No vas a usar el coche para proponerte a Sophie.	2
Pero todavía podemos conducirlo, ¿verdad? Quiero decir, llevo preparando esto un mes.	Max, ¿cuál es la novena regla del Club Lamborghini?	5
Max, lo hiciste de nuevo. Me has drogado, ¿a que sí?	Por supuesto que sí.	1
¿Tienes un bolígrafo y papel?	Sabías que no quería hacer esto.	5
Cogiste un coche de 450.000 dólares, un coche que se suponía que ni siquiera podíamos tocar, ¿para dar una vuelta por los Hamptons?	Querías estar aquí.	1
¿Has conducido sobre las dunas hasta llegar a la playa?	No intencionadamente.	3
¿Tiene algún arañazo? Max, sal del coche, y ayúdame a buscar rasguños.	Dijiste que eras más divertida en los Hamptons.	5
¿Qué es "uh-oh"? ¿Estamos atrapadas en la arena?	Has identificado correctamente lo que significa "uh-oh".	1
¿Sabes lo que eres? Eres imprudente.	Sabes, todo este tiempo, he pensado que eras una tía con la que se puede ir hasta el final.	5
¿Estás googleando "tía con la que se puede ir hasta el final"?	Lo haría, pero solo tengo dos barras de batería.	2
¿Tienes monedas de cinco centavos, y estoy saliendo de un todo a 99 con las manos vacías? Ahora estoy enfadada.	Prepárate.	5
¿Cómo lo has hecho, nos has sacado a pedos de la zanja?	En serio, Caroline, písale.	5
¿Deberíamos hacer un Thelma y Louis?	¿Quieres decir tirarnos por un acantilado?	5
¿Devolvisteis el coche a tiempo esta mañana, chicas?	Sí, justo a tiempo, gracias a Caroline.	1
¿No te pusieron una multa? Ayer me arrestaron solo por entrar en el Whole Foods.	No puedo creerlo, todavía tengo arena en mi pelo.	6
¿Le está proponiendo matrimonio en el restaurante? ¿Qué va a hacer? ¿Ponerle un aro de cebolla? Me encanta.	Sabes, estaba planeando en decir que no y hacer que me rogaras por unas pocas horas, pero...	6
Hola, soy Murray. ¿Ordenó usted el curry en un apuro?	No sé. ¿Es pagado?	3
No sé. ¿Es pagado?	Sí.	1
Las samosas en allí?	¿Quieres un poco naan? Cecause quien ordenó no es gettin 'naan.	5
¿Ustedes ven Murray con nuestro curry en un apuro?	No, lo siento.	2
Teléfono de Sophie tiene una aplicación de la fertilidad? De mi teléfono tan vieja que no puede quedar embarazada.	Nos dice cuando ella es más fértil. En realidad, un pequeño mono de dibujos animados nos dice.	1
¿Cuál es su nombre? Excesivamente curioso George?	Oleg, es el momento. ¿Ver?	6
¿Te importa si uso el estómago como una bandeja Así que puedo comer mientras lo hacemos?	¿Alguna vez me importa?	2
¿Alguna vez me importa?	Tengo que bloquear tanto ahora sólo para pasar el día.	6
Bueno, Max, este tiempo puede hacer El golpe-it-up mano algo con él? Lo he probado, pero estoy simplemente no es bueno en la materia mano.	Simplemente darle un tiro! También pensó que no podía comer alimentos que se ha pisado.	5
¿Hay una clase que puedo tomar?	Voy a ir a buscar el último de el dinero del alquiler.	5
Entonces, ¿qué clase de nombre es "Mookie"? ¿Es la abreviatura de algo? Largo para algo? Max, date prisa, chica.	Bueno, usted debe tener $ 800 Y aquí está el último de la misma.	6
Usted ha sido la sobrecarga me alquilar?	No es así.	4
Y es Max Negro incluso su verdadero nombre?	Es un nombre real.	4
¿Puedes dejar pasar esto? Así que tomó un poco de la parte superior. Todo el mundo necesita un poco de la parte superior. Mira lo que Dios hizo a Han.	No me arrastre hacia el centro de Pretty Little Liars.	5
¿Por qué? Así que podemos estar al mismo nivel de los ojos?	Buena forma de desprecio, Caroline.	2
Véase, Han? Trabajo en equipo.	Está bien, escuchar a nuestros últimos comentarios de Yelp.	1
Así que a nadie le importa que Max ha estado robando $ 25 al mes de mi?	Eso es correcto.	1
¿Le sobrecargar demasiado?	Todo Usted descubrirá donde estamos lo suficientemente pronto.	6
¡Oh, no, esto no es una de esas habitaciones de escape Donde te encierran en una habitación Y usted tiene que trabajar en equipo para salir?	Bienvenido a la Escape, Donde le encerramos en una habitación, Y usted tiene que trabajar en equipo para salir.	1
¿Qué? Nosotros vencer a la mierda de ustedes?	Juntos, por supuesto.	1
Ahora voy a ver si lo entiendo. Ustedes son voluntarios a estar encerrado en una pequeña habitación? Ver ahora, es que algunas personas blancas materia derecha allí.	Es una forma divertida para todos nosotros para aprender Cómo trabajar juntos para resolver un problema.	1
¿Tengo que escapar de esto también? Quiero decir, es esta parte del juego?	¿Es un mal momento para decirte Su caballo cerebro de todo el asunto?	1
¿Es un mal momento para decirte Su caballo cerebro de todo el asunto?	Antes de empezar, necesito para recoger sus teléfonos Lo que no puede Google Answers.	5
Esta es una cosa del trabajo de creación de equipos Y no eres parte del equipo. - Derecho, Han?	- Puede quedarse.	2
¿Es esta nuestra versión de sexo maquillaje?	No puedo ver nada!	5
Yo solía pensar eso. ¿Sabes dónde que me hizo? Pennsylvania, sin coche.	Schwarzenegger es grande, Fox es pequeña.	6
Oh, vamos, ¿sigues en el dinero? ¡Oh, Dios mío, mi hermana perdió sus dos pulgares En un accidente de combinar Y ella no hablaba de ello tanto.	Ah, aquí es de $ 25. Llamémoslo dinero por su silencio, Modo silencio.	6
Los gemelos de grasa? Cecause que no tenía sentido Y que parece que se emborrachan mucho.	Bueno, Oleg, caer sus pantalones.	5
¿Podemos tener un poco más de clase Y esperar hasta que lleguemos en la cabina?	¿Qué? Estamos a hacerlo en la parte superior de las tazas de té. Eso es bastante elegante.	2
¿Sabes qué? Rocíe un poco de esas cosas en mis ojos.	Max, mira.	6
¡Oh, Dios mío. ¿Estás bien?	Sí, creo. ¿Eres tú?	1
Salté en un agujero piso de sentimientos?	Bueno, mis sentimientos están muy lastimados, Max. Se han pasado cuatro años.	1
¿Podemos apagar las luces marcha atrás?	¡Oh, Dios mío, ayúdame!	4
Adivina qué hice hoy.	Encontré los jarrones que querías para las flores.	4
-¿Escribiste tus votos?	-¿Escribiste tus votos?	2
-¿Una tarjeta de Hallmark?	-¡Ya no te estoy escuchando!	2
¿Solo... dejaste que se fuera a la cama?	Bueno, estaba de tan buen humor, y nunca había visto Mi pobre angelito.	1
-¿Es una fiesta?	-Sí. ¿Quieres un bollo?	1
Guy, ¿podríamos hablar de algo?	Claro que sí.	1
¿Alguna vez alguien te ha dicho que eres un hombre maravilloso?	Creo que me estás diciendo eso ahora, ¿no?	4
Creo que me estás diciendo eso ahora, ¿no?	Bueno, lo eres.	1
Frankie, tendremos una revancha de batalla naval después, ¿sí?	No lo entiendo.	4
¿Te ayudo? Sé que has temido este día. Traeré mi etiquetadora.	Ya tengo tu etiquetadora, y pensé que temería hacer esto, pero mi trabajo de imponerme límites con Sol ha sido tan productivo, que estoy lista para darle cierre.	2
-¿Estás contento, papá?	-"Contento" es demasiado.	2
¿Es eso lo que pasó con el niñito holandés de mi abuela? Hola, Hans.	Sí. Yo rompí ese.	1
-Sí, ¿no?	Dios mío.	5
¿Creen que debería dejarles algo de salvia para que se deshagan de nuestra energía?	-Estarán bien.	2
Nunca dejen de hacerlo, ¿está bien?	No quiero ser maleducado, pero tengo una cita con alguien para algo que no durará.	6
Antes de que se vayan, ¿qué les parece si encendemos la vela del sabbat una última vez?	-Sí.	1
¿Está bien?	Está bien... Es...	1
Es una broma, porque somos abogados.	Estoy confundida. ¿Querías que él lo firmara?	5
Estoy confundida. ¿Querías que él lo firmara?	Vamos, no está tan mal.	1
¿Te refieres a esto...donde citas precedente?	Está bien razonado.	1
¿Lo estás demandando por su amor?	Les dije que no estaba listo.	1
-¿Yo escribí esto?	-Sí. O si no, significaría que yo estoy enamorada de Sol.	1
¿Entiendes cómo le afectará esto? Ay, eres un sch-- un...	¿Un schmuck? ¿Esa es la palabra que buscas?	4
-¿Sabes dónde está?	-Tengo un presentimiento.	4
-¿Se lo vas a contar a Robert?	-¿Lo harás tú?	4
-¿Lo harás tú?	-Nunca me lo perdonaría.	2
Tu esposo te dice que está enamorado de otro hombre, ¿y crees que aún hay esperanza?	No dije que tenía sentido.	1
En verdad duele, ¿no?	Mucho. 	1
-Es sorprendente, ¿no?	-Sí, lo fue.	1
¿Vas a abandonar esto?	¡No es la primera casa que abandono hoy!	1
